"time","metric","scenario","group","load_zone","tags","count","min","mean","max","last"
"2025-09-17T20:43:18+00:00","vus","","","amazon:us:columbus","{}",3,0.0,0.0,0.0,0.0
"2025-09-17T20:43:21+00:00","vus","","","amazon:us:columbus","{}",3,100.0,33.3333333333333,0.0,100.0
"2025-09-17T20:43:24+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:27+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:30+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:33+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:36+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:39+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:42+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:45+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:48+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:51+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:54+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:43:57+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:00+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:03+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:06+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:09+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:12+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:15+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:18+00:00","vus","","","amazon:us:columbus","{}",3,100.0,100.0,100.0,100.0
"2025-09-17T20:44:21+00:00","vus","","","amazon:us:columbus","{}",3,100.0,66.6666666666667,0.0,0.0
"2025-09-17T20:44:24+00:00","vus","","","amazon:us:columbus","{}",3,0.0,0.0,0.0,0.0
"2025-09-17T20:44:27+00:00","vus","","","amazon:us:columbus","{}",1,0.0,0.0,0.0,0.0
